CHROM	BIN_START	N_SNPS	TajimaD	Region
6A	161390000	1	-0.822346	Central
6A	162180000	3	-1.47576	Central
6A	162340000	5	-1.80084	Central
6A	162570000	1	-0.995377	Central
6A	162650000	1	-0.908196	Central
6A	162730000	1	-0.654639	Central
6A	162800000	2	-1.2224	Central
6A	162910000	2	-1.33876	Central
6A	162960000	3	-0.987337	Central
6A	163920000	1	-0.908196	Central
6A	164540000	1	-0.995377	Central
6A	164780000	2	-0.992364	Central
6A	164900000	1	-0.908196	Central
6A	165810000	2	-0.843331	Central
6A	166110000	3	-1.1612	Central
6A	166500000	8	-1.36156	Central
6A	166540000	2	-1.16377	Central
6A	166830000	1	-0.737827	Central
6A	167230000	3	-1.42933	Central
6A	167660000	1	-0.908196	Central
6A	168000000	3	-0.99013	Central
6A	168080000	1	-0.908196	Central
6A	168120000	1	-0.908196	Central
6A	168580000	4	-1.69685	Central
6A	169190000	4	-1.28711	Central
6A	169210000	1	-0.822346	Central
6A	169380000	1	-0.995377	Central
6A	169500000	4	-1.2181	Central
6A	169720000	1	-0.737827	Central
6A	169930000	1	-0.908196	Central
6A	169970000	10	-0.658034	Central
6A	170010000	2	-0.888533	Central
6A	170160000	2	-1.10604	Central
6A	170190000	1	-0.822346	Central
6A	170290000	1	-0.654639	Central
6A	170450000	1	-0.995377	Central
6A	170790000	1	-0.737827	Central
6A	170900000	2	-0.938211	Central
6A	171010000	2	-1.2224	Central
6A	171440000	2	-1.16377	Central
6A	171910000	1	-0.737827	Central
6A	171930000	1	-0.822346	Central
6A	172110000	5	-1.29425	Central
6A	172120000	3	-0.532426	Central
6A	172130000	1	-0.995377	Central
6A	172390000	15	-2.22306	Central
6A	173060000	5	-0.834335	Central
6A	173110000	4	-1.14097	Central
6A	173730000	1	-0.572782	Central
6A	174320000	1	-0.908196	Central
6A	174330000	1	-0.822346	Central
6A	174340000	1	-0.908196	Central
6A	174630000	1	-0.822346	Central
6A	174860000	2	-1.16377	Central
6A	174910000	1	-0.995377	Central
6A	175090000	1	-0.654639	Central
6A	175420000	1	-0.995377	Central
6A	175990000	1	-0.572782	Central
6A	176300000	1	-0.492256	Central
6A	176350000	1	-0.654639	Central
6A	176370000	2	-1.16377	Central
6A	177150000	1	-0.822346	Central
6A	177640000	1	-0.822346	Central
6A	177690000	1	0.555912	Central
6A	177810000	2	-0.992364	Central
6A	178510000	1	-0.822346	Central
6A	178940000	1	-0.654639	Central
6A	179100000	1	-0.822346	Central
6A	180370000	1	-0.654639	Central
6A	180660000	1	-0.995377	Central
6A	180820000	1	-0.737827	Central
6A	180850000	1	-0.737827	Central
6A	181000000	1	-0.654639	Central
6A	181020000	4	-1.69685	Central
6A	181400000	1	-0.737827	Central
6A	181500000	1	-0.995377	Central
6A	181560000	3	-1.42933	Central
6A	181580000	5	-1.80134	Central
6A	181890000	1	-0.654639	Central
6A	182010000	1	-0.995377	Central
6A	182300000	7	-1.19749	Central
6A	182570000	20	-2.56733	Central
6A	183280000	4	-1.14097	Central
6A	183360000	7	-1.48088	Central
6A	183370000	3	-1.20554	Central
6A	183760000	23	-1.66567	Central
6A	184220000	1	-0.995377	Central
6A	184380000	1	-0.908196	Central
6A	184550000	1	-0.995377	Central
6A	184710000	1	-0.737827	Central
6A	184740000	1	-0.654639	Central
6A	184770000	1	-0.995377	Central
6A	184980000	1	-0.995377	Central
6A	185040000	7	-1.30671	Central
6A	185180000	1	-0.995377	Central
6A	185600000	1	-0.822346	Central
6A	185660000	1	-0.995377	Central
6A	185850000	2	-1.33876	Central
6A	186990000	4	-0.584213	Central
6A	187080000	3	-1.25058	Central
6A	187900000	10	-1.68982	Central
6A	188050000	1	-0.654639	Central
6A	189100000	3	-1.34484	Central
6A	189370000	1	1.26401	Central
6A	189720000	1	-0.737827	Central
6A	190440000	1	-0.572782	Central
6A	190490000	1	-0.737827	Central
6A	190570000	1	-0.995377	Central
6A	190580000	1	-0.822346	Central
6A	190740000	1	-0.822346	Central
6A	191190000	1	-0.822346	Central
6A	191230000	4	-1.65886	Central
6A	191660000	4	-1.11284	Central
6A	191680000	1	-0.0370517	Central
6A	191780000	1	-0.737827	Central
6A	191820000	1	-0.737827	Central
6A	192140000	1	-0.995377	Central
6A	192410000	1	-0.258664	Central
6A	192430000	4	-1.18417	Central
6A	192800000	1	-0.258664	Central
6A	193940000	3	-1.56654	Central
6A	194070000	1	-0.995377	Central
6A	195050000	1	-0.995377	Central
6A	195090000	1	-0.908196	Central
6A	195810000	1	-0.995377	Central
6A	196180000	4	-1.50866	Central
6A	196340000	8	-0.225945	Central
6A	196710000	1	-0.908196	Central
6A	197660000	1	-0.908196	Central
6A	198290000	1	-0.995377	Central
6A	198360000	18	-1.56001	Central
6A	198850000	1	-0.995377	Central
6A	198860000	1	-0.492256	Central
6A	198920000	3	-1.29422	Central
6A	199130000	1	-0.908196	Central
6A	199520000	1	-0.995377	Central
6A	199600000	1	-0.995377	Central
6A	199800000	6	-1.35789	Central
6A	200200000	1	-0.908196	Central
6A	200240000	2	-0.569881	Central
6A	200440000	1	-0.822346	Central
6A	200810000	1	-0.995377	Central
6A	200940000	2	-1.22151	Central
6A	201200000	1	-0.908196	Central
6A	201230000	2	-0.23467	Central
6A	201370000	1	-0.654639	Central
6A	201400000	6	-1.80012	Central
6A	201410000	4	-1.43326	Central
6A	201440000	1	-0.822346	Central
6A	201460000	1	0.495351	Central
6A	201490000	1	-0.995377	Central
6A	201630000	1	-0.995377	Central
6A	201640000	5	-0.613484	Central
6A	202150000	1	-0.822346	Central
6A	202340000	1	-0.995377	Central
6A	202740000	2	-1.28013	Central
6A	202840000	3	-1.1633	Central
6A	203090000	1	-0.908196	Central
6A	203180000	1	-0.995377	Central
6A	203520000	1	-0.335197	Central
6A	203590000	1	-0.822346	Central
6A	203760000	2	-1.10962	Central
6A	204300000	1	-0.908196	Central
6A	204740000	3	-0.901452	Central
6A	205110000	4	-1.73484	Central
6A	205660000	1	-0.908196	Central
6A	206010000	3	-1.33995	Central
6A	206030000	1	1.17882	Central
6A	206300000	5	-1.44773	Central
6A	206500000	1	-0.737827	Central
6A	206930000	1	-0.995377	Central
6A	207160000	13	-1.40369	Central
6A	208380000	1	1.04106	Central
6A	208490000	2	-1.10604	Central
6A	208550000	1	0.0341571	Central
6A	208600000	3	-0.998509	Central
6A	209390000	5	-0.868523	Central
6A	209550000	3	-1.1406	Central
6A	209890000	1	-0.995377	Central
6A	209960000	1	-0.737827	Central
6A	210000000	8	-1.65148	Central
6A	210080000	1	-0.995377	Central
6A	210790000	1	-0.908196	Central
6A	210950000	1	0.838751	Central
6A	210960000	10	-1.90094	Central
6A	211260000	1	-0.995377	Central
6A	211710000	1	-0.908196	Central
6A	212040000	6	-1.7155	Central
6A	212120000	5	-1.86622	Central
6A	212510000	5	-1.5428	Central
6A	212720000	1	-0.737827	Central
6A	212800000	1	-0.737827	Central
6A	213670000	1	-0.995377	Central
6A	213990000	2	-0.521099	Central
6A	214170000	2	-0.556455	Central
6A	214180000	1	-0.995377	Central
6A	214210000	1	-0.995377	Central
6A	214260000	3	-1.5208	Central
6A	214480000	2	-0.473211	Central
6A	214930000	1	-0.908196	Central
6A	215000000	1	-0.995377	Central
6A	215010000	5	-1.67207	Central
6A	215040000	8	-1.43346	Central
6A	215380000	1	-0.995377	Central
6A	215790000	2	-1.28013	Central
6A	215870000	1	-0.258664	Central
6A	216130000	1	-0.995377	Central
6A	216160000	2	-0.992364	Central
6A	216260000	20	-1.79799	Central
6A	216350000	1	-0.908196	Central
6A	216490000	1	-0.908196	Central
6A	216550000	1	-0.995377	Central
6A	216580000	1	-0.995377	Central
6A	216750000	1	-0.908196	Central
6A	216860000	1	-0.654639	Central
6A	217260000	3	-1.34065	Central
6A	217300000	1	-0.737827	Central
6A	217630000	1	-0.492256	Central
6A	217640000	1	-0.908196	Central
6A	217720000	1	-0.908196	Central
6A	217990000	4	-1.40049	Central
6A	218000000	1	-0.822346	Central
6A	218110000	1	-0.995377	Central
6A	218280000	1	-0.908196	Central
6A	218790000	2	-1.22151	Central
6A	218900000	8	-1.63275	Central
6A	219200000	1	-0.995377	Central
6A	220090000	1	-0.995377	Central
6A	220300000	2	-1.33876	Central
6A	220490000	1	-0.995377	Central
6A	220800000	3	0.322235	Central
6A	221150000	4	-1.73484	Central
6A	221310000	2	-1.33876	Central
6A	221320000	2	-1.33876	Central
6A	221340000	2	-0.450834	Central
6A	221640000	2	-1.33876	Central
6A	222120000	1	-0.822346	Central
6A	222550000	1	0.838751	Central
6A	222670000	1	-0.908196	Central
6A	222680000	1	-0.737827	Central
6A	222690000	2	-1.0492	Central
6A	222870000	1	-0.995377	Central
6A	223000000	9	-2.13469	Central
6A	223050000	2	-1.16377	Central
6A	223400000	1	-0.995377	Central
6A	223560000	1	-0.908196	Central
6A	223630000	9	-1.56974	Central
6A	224150000	1	-0.908196	Central
6A	224280000	5	-0.601506	Central
6A	224600000	1	-0.995377	Central
6A	224610000	1	-0.908196	Central
6A	224780000	1	-0.822346	Central
6A	224960000	1	-0.995377	Central
6A	224970000	1	-0.822346	Central
6A	225320000	3	-0.733173	Central
6A	225350000	3	-0.820455	Central
6A	225400000	1	-0.822346	Central
6A	226070000	1	-0.908196	Central
6A	226330000	6	-0.793245	Central
6A	226430000	1	-0.995377	Central
6A	227020000	8	-1.27342	Central
6A	227400000	1	-0.654639	Central
6A	227520000	1	-0.0370517	Central
6A	227630000	5	-0.296058	Central
6A	227720000	1	-0.492256	Central
6A	228020000	1	-0.822346	Central
6A	228040000	2	-0.938211	Central
6A	228070000	1	-0.822346	Central
6A	228130000	1	-0.908196	Central
6A	228250000	1	-0.995377	Central
6A	228520000	2	-0.993259	Central
6A	228530000	2	-1.16556	Central
6A	228680000	1	-0.995377	Central
6A	228700000	3	-0.609234	Central
6A	229230000	2	-1.10962	Central
6A	229420000	2	-1.16556	Central
6A	229560000	1	-0.737827	Central
6A	229990000	2	-1.33876	Central
6A	230020000	1	-0.908196	Central
6A	230130000	1	-0.908196	Central
6A	230330000	3	-0.817313	Central
6A	230340000	1	-0.183462	Central
6A	230420000	1	-0.908196	Central
6A	230520000	1	-0.737827	Central
6A	230680000	2	-0.504987	Central
6A	230700000	5	-1.29326	Central
6A	230890000	1	-0.908196	Central
6A	230990000	1	-0.908196	Central
6A	231190000	2	-1.33876	Central
6A	232100000	2	-1.33876	Central
6A	232110000	1	-0.572782	Central
6A	232120000	1	-0.572782	Central
6A	232150000	14	-2.13411	Central
6A	232220000	2	-1.10962	Central
6A	232240000	1	-0.654639	Central
6A	232300000	2	-0.880477	Central
6A	232320000	1	-0.822346	Central
6A	232540000	1	-0.737827	Central
6A	233240000	2	0.0929329	Central
6A	233300000	1	-0.908196	Central
6A	233810000	1	-0.822346	Central
6A	234020000	3	-1.42933	Central
6A	234160000	3	-1.20554	Central
6A	234170000	1	-0.822346	Central
6A	234190000	1	-0.413061	Central
6A	234360000	1	-0.908196	Central
6A	234610000	1	-0.572782	Central
6A	235260000	1	-0.413061	Central
6A	235290000	1	-0.908196	Central
6A	235540000	1	-0.822346	Central
6A	235700000	1	-0.737827	Central
6A	235910000	9	-1.90456	Central
6A	236240000	1	-0.737827	Central
6A	236320000	1	-0.737827	Central
6A	236330000	2	-1.05457	Central
6A	236430000	2	-0.992364	Central
6A	236640000	1	-0.654639	Central
6A	237050000	1	-0.737827	Central
6A	237070000	1	-0.737827	Central
6A	237110000	1	-0.737827	Central
6A	237160000	1	-0.822346	Central
6A	237170000	1	-0.822346	Central
6A	237240000	1	-0.822346	Central
6A	237280000	1	-0.654639	Central
6A	237550000	3	-1.20554	Central
6A	237590000	3	-0.421055	Central
6A	237730000	1	0.495351	Central
6A	238100000	1	-0.492256	Central
6A	238480000	2	-1.22151	Central
6A	238490000	1	-0.822346	Central
6A	238650000	15	-1.90161	Central
6A	238670000	2	-1.0492	Central
6A	238870000	1	0.239798	Central
6A	239110000	1	-0.737827	Central
6A	239120000	3	-0.966739	Central
6A	239240000	1	-0.908196	Central
6A	239340000	6	-1.52054	Central
6A	239430000	2	-1.33876	Central
6A	239450000	1	-0.737827	Central
6A	239850000	1	-0.908196	Central
6A	240020000	9	-1.38861	Central
6A	240040000	1	-0.183462	Central
6A	240180000	2	-0.662075	Central
6A	240200000	1	-0.822346	Central
6A	240460000	1	-0.492256	Central
6A	240490000	8	-1.83454	Central
6A	240510000	1	-0.995377	Central
6A	240530000	1	0.104035	Central
6A	240740000	10	-2.23412	Central
6A	240940000	1	-0.572782	Central
6A	240980000	7	-1.00679	Central
6A	241090000	2	-1.10694	Central
6A	241150000	1	-0.908196	Central
6A	241530000	1	-0.654639	Central
6A	241560000	1	-0.995377	Central
6A	241650000	2	-0.361773	Central
6A	241720000	1	-0.908196	Central
6A	242000000	8	-1.41152	Central
6A	242200000	4	-1.25667	Central
6A	242270000	1	-0.0370517	Central
6A	243110000	1	-0.822346	Central
6A	243170000	2	-0.125469	Central
6A	243300000	4	-1.36773	Central
6A	243900000	2	-1.2224	Central
6A	244150000	1	-0.492256	Central
6A	244200000	2	-1.33876	Central
6A	244540000	1	0.172582	Central
6A	244550000	1	-0.737827	Central
6A	244600000	1	-0.822346	Central
6A	244610000	1	-0.822346	Central
6A	244630000	1	-0.572782	Central
6A	244940000	1	-0.492256	Central
6A	245070000	1	-0.995377	Central
6A	245230000	1	-0.413061	Central
6A	245440000	1	-0.335197	Central
6A	245760000	2	-1.0492	Central
6A	245870000	1	-0.908196	Central
6A	245920000	1	-0.908196	Central
6A	245980000	1	-0.908196	Central
6A	246210000	2	-0.894799	Central
6A	246360000	1	-0.995377	Central
6A	246890000	1	-0.654639	Central
6A	246970000	1	-0.995377	Central
6A	247450000	1	-0.995377	Central
6A	247610000	1	-0.995377	Central
6A	247790000	5	-0.610739	Central
6A	248010000	3	-1.47576	Central
6A	248080000	6	-1.80056	Central
6A	248570000	1	-0.737827	Central
6A	248670000	1	-0.908196	Central
6A	249150000	2	0.139925	Central
6A	249160000	1	0.0341571	Central
6A	249290000	22	-1.34413	Central
6A	249320000	3	-0.779607	Central
6A	249680000	1	-0.822346	Central
6A	250070000	2	-0.290613	Central
6A	250210000	6	-1.40933	Central
6A	250290000	1	0.172582	Central
6A	250420000	1	-0.822346	Central
6A	250710000	1	-0.908196	Central
6A	250810000	1	-0.654639	Central
6A	250820000	1	-0.183462	Central
6A	250830000	1	-0.572782	Central
6A	250990000	1	-0.492256	Central
6A	251100000	2	-1.10604	Central
6A	251150000	3	-0.289085	Central
6A	251210000	1	-0.908196	Central
6A	251470000	4	-0.788936	Central
6A	251540000	1	-0.413061	Central
6A	251560000	2	-0.503197	Central
6A	251650000	2	-1.22151	Central
6A	251990000	2	-0.880477	Central
6A	252020000	1	-0.492256	Central
6A	252270000	1	-0.737827	Central
6A	252300000	3	-1.38569	Central
6A	252500000	1	-0.995377	Central
6A	252510000	1	-0.737827	Central
6A	252830000	3	-1.5208	Central
6A	252840000	1	-0.737827	Central
6A	252850000	2	-1.33876	Central
6A	253120000	2	-0.992364	Central
6A	253680000	1	-0.995377	Central
6A	254220000	2	-0.995944	Central
6A	254430000	3	-1.20554	Central
6A	254510000	1	-0.654639	Central
6A	254890000	2	-1.28013	Central
6A	254900000	3	-1.07392	Central
6A	254960000	1	-0.737827	Central
6A	255210000	2	-1.16377	Central
6A	255710000	1	-0.908196	Central
6A	256310000	1	-0.822346	Central
6A	256460000	1	-0.822346	Central
6A	256610000	1	-0.822346	Central
6A	256660000	1	-0.413061	Central
6A	256680000	1	-0.737827	Central
6A	256740000	1	-0.183462	Central
6A	256830000	3	-1.42933	Central
6A	256980000	1	-0.822346	Central
6A	257070000	1	-0.737827	Central
6A	257370000	4	-1.34888	Central
6A	257790000	2	-1.16556	Central
6A	257920000	3	-0.859208	Central
6A	257980000	1	-0.335197	Central
6A	258040000	1	-0.654639	Central
6A	258130000	1	-0.995377	Central
6A	258140000	1	-0.413061	Central
6A	258200000	2	-1.33876	Central
6A	258370000	1	-0.654639	Central
6A	258380000	1	-0.908196	Central
6A	258480000	1	-0.908196	Central
6A	258790000	1	-0.654639	Central
6A	258980000	2	-1.2224	Central
6A	259030000	2	-1.28013	Central
6A	259100000	8	-1.99565	Central
6A	259180000	1	-0.995377	Central
6A	259200000	2	-1.22151	Central
6A	259230000	3	-1.2202	Central
6A	259270000	3	-1.5208	Central
6A	259280000	1	-0.654639	Central
6A	259300000	2	-0.784703	Central
6A	259320000	1	-0.995377	Central
6A	259340000	2	-1.10604	Central
6A	259390000	5	-0.822606	Central
6A	259590000	1	-0.995377	Central
6A	259770000	1	-0.822346	Central
6A	260120000	5	-1.67107	Central
6A	260180000	3	-0.86235	Central
6A	260340000	1	-0.822346	Central
6A	260430000	1	-0.737827	Central
6A	260700000	1	-0.822346	Central
6A	260720000	1	-0.737827	Central
6A	260990000	1	-0.413061	Central
6A	261010000	1	-0.258664	Central
6A	261200000	1	-0.908196	Central
6A	261330000	1	-0.822346	Central
6A	261420000	1	0.433459	Central
6A	261810000	2	-1.0492	Central
6A	262060000	2	-1.33876	Central
6A	262080000	1	-0.572782	Central
6A	262290000	2	-1.05099	Central
6A	263030000	1	-0.654639	Central
6A	263470000	2	-0.880477	Central
6A	264700000	3	-1.24988	Central
6A	264730000	2	-1.16556	Central
6A	264830000	2	-0.608818	Central
6A	265610000	2	-0.55556	Central
6A	265780000	2	-0.556455	Central
6A	265990000	1	-0.413061	Central
6A	266100000	1	-0.908196	Central
6A	266970000	2	-0.718018	Central
6A	267020000	1	-0.822346	Central
6A	267740000	2	-1.33876	Central
6A	268240000	5	-1.14627	Central
6A	268500000	1	-0.995377	Central
6A	268840000	3	-1.34065	Central
6A	269000000	2	-0.53005	Central
6A	270190000	1	-0.822346	Central
6A	270300000	1	-0.908196	Central
6A	270460000	1	-0.413061	Central
6A	270590000	1	-0.413061	Central
6A	270600000	3	-1.47507	Central
6A	270610000	3	-0.61063	Central
6A	270700000	1	-0.737827	Central
6A	270730000	1	-0.995377	Central
6A	270860000	1	0.104035	Central
6A	271500000	1	-0.822346	Central
6A	271750000	2	-0.992364	Central
6A	271820000	1	-0.737827	Central
6A	271870000	1	-0.995377	Central
6A	271920000	2	-1.22151	Central
6A	272090000	1	-0.737827	Central
6A	272180000	1	-0.654639	Central
6A	273130000	1	-0.737827	Central
6A	273450000	1	-0.822346	Central
6A	273460000	5	-1.35315	Central
6A	274780000	1	0.305682	Central
6A	274970000	1	-0.822346	Central
6A	275460000	1	-0.654639	Central
6A	275500000	1	-0.908196	Central
6A	275860000	1	-0.737827	Central
6A	275870000	1	-0.995377	Central
6A	276170000	1	0.172582	Central
6A	276810000	1	-0.822346	Central
6A	277150000	1	-0.572782	Central
6A	277180000	1	0.239798	Central
6A	277230000	1	-0.995377	Central
6A	277270000	5	-1.83353	Central
6A	277280000	1	-0.413061	Central
6A	277660000	2	-0.55556	Central
6A	278090000	1	-0.737827	Central
6A	278390000	1	-0.492256	Central
6A	278550000	12	-1.79188	Central
6A	279180000	3	-1.25267	Central
6A	279280000	3	-0.509733	Central
6A	279290000	1	-0.413061	Central
6A	279450000	2	-0.426219	Central
6A	279740000	1	-0.822346	Central
6A	279870000	16	-1.62392	Central
6A	280110000	2	-1.33876	Central
6A	280360000	10	-2.13632	Central
6A	280640000	1	-0.822346	Central
6A	280680000	1	-0.822346	Central
6A	280960000	1	-0.995377	Central
6A	280970000	1	-0.822346	Central
6A	281500000	3	-0.693024	Central
6A	282150000	1	-0.0370517	Central
6A	282570000	1	-0.995377	Central
6A	282880000	1	-0.413061	Central
6A	283020000	1	-0.654639	Central
6A	283030000	3	-0.951377	Central
6A	283150000	1	0.305682	Central
6A	283880000	1	0.370236	Central
6A	284290000	1	-0.908196	Central
6A	284570000	1	-0.995377	Central
6A	285030000	1	-0.995377	Central
6A	285090000	1	-0.908196	Central
6A	286320000	1	-0.492256	Central
6A	286330000	2	-0.825429	Central
6A	286430000	1	-0.995377	Central
6A	286630000	7	-0.954239	Central
6A	286700000	8	-2.01795	Central
6A	286900000	3	-1.20973	Central
6A	287290000	1	-0.737827	Central
6A	287300000	4	-0.700494	Central
6A	287310000	5	0.134414	Central
6A	288990000	1	-0.908196	Central
6A	289680000	10	-1.84353	Central
6A	289710000	1	-0.737827	Central
6A	289720000	1	-0.737827	Central
6A	289820000	1	-0.908196	Central
6A	290210000	1	-0.995377	Central
6A	290250000	1	-0.822346	Central
6A	291220000	1	-0.258664	Central
6A	291330000	1	-0.572782	Central
6A	291410000	2	-0.23467	Central
6A	291450000	1	-0.908196	Central
6A	291470000	1	-0.822346	Central
6A	291490000	1	-0.908196	Central
6A	291610000	1	-0.822346	Central
6A	291870000	1	-0.822346	Central
6A	291910000	2	-0.450834	Central
6A	292090000	3	-1.29701	Central
6A	292280000	2	-0.0113451	Central
6A	292340000	1	-0.109592	Central
6A	292820000	1	-0.908196	Central
6A	293550000	2	0.497961	Central
6A	293980000	2	-1.22151	Central
6A	294020000	1	-0.908196	Central
6A	294110000	1	-0.822346	Central
6A	294570000	1	-0.995377	Central
6A	294640000	2	-1.33876	Central
6A	295360000	1	-0.995377	Central
6A	296000000	3	-1.42933	Central
6A	296020000	1	-0.995377	Central
6A	296110000	1	-0.995377	Central
6A	296440000	1	-0.822346	Central
6A	296740000	1	-0.654639	Central
6A	297640000	2	-1.2224	Central
6A	297650000	1	-0.995377	Central
6A	297670000	1	-0.995377	Central
6A	297690000	1	-0.908196	Central
6A	297910000	3	-0.859208	Central
6A	298240000	1	-0.995377	Central
6A	298300000	2	-0.401157	Central
6A	298320000	4	-0.965531	Central
6A	298440000	1	-0.908196	Central
6A	298560000	1	-0.908196	Central
6A	298860000	1	-0.822346	Central
6A	299320000	3	-1.1612	Central
6A	299330000	2	-0.941791	Central
6A	299760000	4	-1.58289	Central
6A	300060000	1	-0.822346	Central
6A	300070000	1	-0.654639	Central
6A	300210000	10	-1.08057	Central
6A	300460000	1	-0.995377	Central
6A	300470000	11	-2.30237	Central
6A	300690000	5	-1.86622	Central
6A	301310000	1	0.305682	Central
6A	301340000	1	-0.908196	Central
6A	301480000	3	-0.659508	Central
6A	301800000	9	-1.71331	Central
6A	302450000	1	-0.737827	Central
6A	302530000	1	0.0341571	Central
6A	302650000	1	-0.822346	Central
6A	302770000	1	-0.413061	Central
6A	303700000	4	-1.65944	Central
6A	303790000	8	-1.87789	Central
6A	303800000	14	-2.40269	Central
6A	304350000	1	-0.908196	Central
6A	304860000	1	-0.572782	Central
6A	304930000	1	-0.654639	Central
6A	305000000	1	-0.654639	Central
6A	305030000	1	-0.737827	Central
6A	305130000	10	-1.02949	Central
6A	305180000	1	-0.822346	Central
6A	305310000	2	-1.33876	Central
6A	305590000	2	-1.10604	Central
6A	305880000	1	-0.908196	Central
6A	305990000	1	-0.995377	Central
6A	306040000	1	-0.995377	Central
6A	306050000	1	-0.995377	Central
6A	306370000	2	-0.843331	Central
6A	306500000	1	-0.995377	Central
6A	306560000	3	-1.42933	Central
6A	306610000	1	-0.737827	Central
6A	306630000	1	-0.908196	Central
6A	306720000	1	-0.908196	Central
6A	306810000	2	-1.16377	Central
6A	307180000	1	-0.995377	Central
6A	307470000	1	-0.572782	Central
6A	307480000	2	-1.22151	Central
6A	307890000	6	-1.36976	Central
6A	308560000	1	-0.737827	Central
6A	308850000	1	-0.822346	Central
6A	308910000	1	-0.737827	Central
6A	309170000	1	-0.737827	Central
6A	309180000	1	-0.737827	Central
6A	309190000	1	-0.737827	Central
6A	309310000	2	-1.10694	Central
6A	309380000	1	-0.822346	Central
6A	309940000	1	-0.737827	Central
6A	310030000	1	-0.908196	Central
6A	310040000	2	-0.771276	Central
6A	310370000	1	-0.822346	Central
6A	310580000	1	-0.908196	Central
6A	310660000	1	-0.908196	Central
6A	310670000	2	-0.993259	Central
6A	310930000	1	-0.995377	Central
6A	311430000	3	-1.42933	Central
6A	311840000	1	-0.737827	Central
6A	311850000	2	-0.992364	Central
6A	312330000	5	-1.73546	Central
6A	312430000	1	-0.822346	Central
6A	312550000	4	-0.928124	Central
6A	312570000	1	-0.908196	Central
6A	312630000	1	-0.995377	Central
6A	312680000	2	-1.16377	Central
6A	312690000	1	-0.492256	Central
6A	312700000	1	-0.654639	Central
6A	312970000	4	-0.726301	Central
6A	313240000	1	-0.822346	Central
6A	313620000	1	-0.995377	Central
6A	313630000	1	-0.572782	Central
6A	313830000	1	-0.737827	Central
6A	313950000	3	-1.47507	Central
6A	314060000	2	-1.10962	Central
6A	314200000	2	0.174834	Central
6A	314470000	1	-0.995377	Central
6A	314730000	2	-0.938211	Central
6A	314940000	1	-0.737827	Central
6A	315120000	1	-0.737827	Central
6A	315170000	1	-0.995377	Central
6A	315190000	1	-0.822346	Central
6A	315380000	1	-0.258664	Central
6A	315600000	1	-0.413061	Central
6A	315620000	1	-0.413061	Central
6A	315890000	1	-0.822346	Central
6A	315980000	1	-0.995377	Central
6A	316120000	1	-0.413061	Central
6A	316180000	1	-0.908196	Central
6A	316320000	1	-0.995377	Central
6A	316450000	1	-0.492256	Central
6A	316690000	4	-0.618141	Central
6A	316850000	13	-2.17475	Central
6A	316910000	4	-1.11748	Central
6A	317650000	2	-1.16377	Central
6A	317710000	1	-0.995377	Central
6A	317810000	3	-1.38429	Central
6A	318010000	3	-1.5208	Central
6A	318210000	1	-0.995377	Central
6A	318230000	1	-0.908196	Central
6A	318650000	1	-0.572782	Central
6A	318690000	1	-0.908196	Central
6A	318770000	1	-0.258664	Central
6A	318800000	1	-0.822346	Central
6A	318840000	9	-1.98655	Central
6A	318920000	1	-0.908196	Central
6A	318950000	1	-0.995377	Central
6A	319170000	3	-0.776814	Central
6A	319200000	2	-0.716228	Central
6A	319220000	2	-1.0492	Central
6A	320170000	1	-0.995377	Central
6A	320260000	4	-0.685995	Central
6A	320410000	2	-0.626719	Central
6A	320600000	2	0.411137	Central
6A	320730000	1	-0.995377	Central
6A	320840000	1	0.305682	Central
6A	320910000	1	-0.995377	Central
6A	321060000	1	0.495351	Central
6A	321070000	3	-0.695119	Central
6A	321480000	1	-0.737827	Central
6A	321760000	2	-0.992364	Central
6A	322060000	2	-0.894799	Central
6A	322420000	1	-0.737827	Central
6A	322540000	1	-0.822346	Central
6A	322700000	2	-0.778437	Central
6A	322980000	1	-0.572782	Central
6A	323410000	1	-0.737827	Central
6A	324280000	2	-0.451729	Central
6A	324510000	1	-0.908196	Central
6A	325030000	1	-0.737827	Central
6A	325100000	2	-1.0492	Central
6A	325210000	2	-0.894799	Central
6A	325220000	1	-0.908196	Central
6A	325710000	1	-0.572782	Central
6A	325770000	2	-0.825429	Central
6A	326390000	3	-0.675219	Central
6A	326410000	1	-0.654639	Central
6A	326420000	6	-1.57505	Central
6A	326760000	5	-1.86622	Central
6A	326790000	1	-0.413061	Central
6A	327060000	3	-0.81836	Central
6A	327100000	1	-0.908196	Central
6A	327200000	4	-1.69685	Central
6A	327770000	1	-0.995377	Central
6A	328020000	1	-0.822346	Central
6A	328290000	4	-1.69685	Central
6A	328850000	3	-1.33995	Central
6A	328950000	1	-0.995377	Central
6A	329580000	1	-0.654639	Central
6A	329640000	2	-1.2224	Central
6A	329820000	2	-1.10604	Central
6A	329920000	2	-0.993259	Central
6A	330180000	3	-1.1612	Central
6A	330220000	2	-1.33876	Central
6A	330250000	14	-2.37313	Central
6A	330680000	1	-0.492256	Central
6A	330700000	6	-1.27635	Central
6A	330780000	1	-0.737827	Central
6A	330910000	2	-0.426219	Central
6A	331380000	3	-1.33926	Central
6A	332060000	1	-0.737827	Central
6A	332570000	1	-0.822346	Central
6A	333070000	1	-0.737827	Central
6A	333230000	1	-0.822346	Central
6A	333750000	7	-1.90578	Central
6A	333810000	2	-1.10694	Central
