CHROM	BIN_START	N_SNPS	TajimaD	Region
5D	14530000	1	0.433459	Central
5D	14760000	1	-0.822346	Central
5D	14970000	2	-1.28013	Central
5D	15100000	1	-0.413061	Central
5D	15120000	2	-0.771276	Central
5D	15220000	6	-1.27151	Central
5D	15310000	2	-1.22151	Central
5D	15340000	4	-0.551446	Central
5D	15350000	13	-0.65298	Central
5D	15360000	1	-0.737827	Central
5D	15410000	1	-0.822346	Central
5D	15540000	3	-1.29422	Central
5D	15550000	3	-1.1619	Central
5D	15560000	1	-0.822346	Central
5D	15660000	4	-0.791256	Central
5D	15720000	5	-1.5745	Central
5D	15820000	1	-0.492256	Central
5D	16120000	6	-1.62956	Central
5D	16140000	26	-1.1264	Central
5D	16190000	12	-1.66278	Central
5D	16230000	10	-1.86206	Central
5D	16930000	23	-1.87523	Central
5D	16940000	2	-0.93642	Central
5D	17370000	2	-0.992364	Central
5D	17460000	1	-0.995377	Central
5D	17820000	1	-0.995377	Central
5D	17850000	5	-1.574	Central
5D	18080000	20	-2.21476	Central
5D	18170000	17	-1.72014	Central
5D	19100000	1	-0.335197	Central
5D	19760000	6	-1.97244	Central
5D	20210000	1	-0.995377	Central
5D	20280000	1	-0.822346	Central
5D	20950000	2	-1.22151	Central
5D	21010000	1	0.784845	Central
5D	21210000	1	-0.995377	Central
5D	21300000	2	-0.726969	Central
5D	21370000	4	-1.32568	Central
5D	21460000	8	-2.13481	Central
5D	21550000	1	-0.995377	Central
5D	21580000	1	-0.572782	Central
5D	21670000	1	0.495351	Central
5D	22370000	6	-1.27415	Central
5D	22420000	4	-1.62088	Central
5D	22790000	3	-1.42933	Central
5D	22800000	4	-1.58289	Central
5D	22830000	1	-0.737827	Central
5D	22860000	6	-1.6034	Central
5D	23070000	3	-0.988036	Central
5D	23100000	1	-0.995377	Central
5D	23170000	1	-0.995377	Central
5D	23280000	7	-1.75345	Central
5D	23550000	1	-0.995377	Central
5D	23700000	1	-0.737827	Central
5D	23720000	1	-0.654639	Central
5D	23870000	1	-0.995377	Central
5D	23940000	3	-1.47576	Central
5D	24040000	7	-1.75463	Central
5D	24120000	7	-1.95773	Central
5D	24320000	5	-0.805138	Central
5D	24350000	4	-0.86665	Central
5D	24360000	31	-2.32931	Central
5D	24570000	16	-1.78652	Central
5D	24620000	1	-0.737827	Central
5D	24910000	2	-0.721599	Central
5D	24920000	1	0.433459	Central
5D	24960000	13	-1.79792	Central
5D	24970000	13	-2.20809	Central
5D	25270000	1	-0.908196	Central
5D	25310000	8	-1.45362	Central
5D	25330000	1	-0.908196	Central
5D	25350000	10	-0.633321	Central
5D	25450000	2	-1.22151	Central
5D	25470000	4	-1.50808	Central
5D	25480000	1	-0.995377	Central
5D	26280000	4	-1.28653	Central
5D	26530000	1	-0.995377	Central
5D	26540000	9	-1.90064	Central
5D	26620000	1	-0.995377	Central
5D	26920000	1	-0.822346	Central
5D	26940000	1	0.172582	Central
5D	27010000	1	-0.822346	Central
5D	27040000	9	-2.0313	Central
5D	27230000	1	-0.908196	Central
5D	27300000	13	-1.34436	Central
5D	27320000	6	-1.2458	Central
5D	27350000	22	-1.51412	Central
5D	27390000	14	-1.52168	Central
5D	27400000	6	-0.618069	Central
5D	27430000	17	-1.32026	Central
5D	27450000	2	-0.290613	Central
5D	27480000	1	-0.822346	Central
5D	27530000	1	-0.908196	Central
5D	27540000	23	-2.26848	Central
5D	27610000	22	-1.6103	Central
5D	27620000	2	-0.880477	Central
5D	27630000	1	-0.995377	Central
5D	27670000	1	-0.995377	Central
5D	27840000	3	-0.945093	Central
5D	27940000	4	-0.719922	Central
5D	27950000	24	-1.18578	Central
5D	27970000	11	-0.548767	Central
5D	27980000	15	-2.13126	Central
5D	28160000	2	-0.454415	Central
5D	28440000	1	0.555912	Central
5D	28670000	2	-1.05099	Central
5D	28930000	2	-1.2224	Central
5D	28940000	1	-0.995377	Central
5D	29160000	9	-0.97262	Central
5D	29170000	4	-0.828663	Central
5D	29490000	11	-1.51618	Central
5D	29500000	1	-0.737827	Central
5D	29560000	18	-1.65374	Central
5D	29570000	2	0.282244	Central
5D	29580000	12	-1.53708	Central
5D	29600000	6	-1.82891	Central
5D	29610000	22	-1.39879	Central
5D	29830000	1	-0.995377	Central
5D	29880000	16	-2.28012	Central
5D	30110000	11	-2.06713	Central
5D	30420000	17	-2.13685	Central
5D	30430000	7	-1.9843	Central
5D	30610000	3	-1.47507	Central
5D	30670000	5	-1.39382	Central
5D	30690000	1	-0.822346	Central
5D	30950000	12	-2.34527	Central
5D	31260000	17	-1.436	Central
5D	31380000	1	-0.737827	Central
5D	32240000	1	-0.822346	Central
5D	32300000	5	-1.03397	Central
5D	32930000	1	-0.908196	Central
5D	33020000	2	-0.246754	Central
5D	33700000	2	-1.10604	Central
5D	33720000	1	-0.492256	Central
5D	34800000	1	-0.908196	Central
5D	34870000	9	-1.0404	Central
5D	35090000	7	-2.03468	Central
5D	35110000	1	-0.995377	Central
5D	35140000	1	-0.995377	Central
5D	35160000	6	-1.68626	Central
5D	35180000	5	-1.574	Central
5D	35330000	1	-0.822346	Central
5D	35480000	1	-0.572782	Central
5D	35950000	2	-0.770381	Central
5D	35960000	35	-1.48044	Central
5D	36070000	1	-0.995377	Central
5D	36170000	2	-1.33876	Central
5D	36200000	1	-0.908196	Central
5D	36210000	1	-0.737827	Central
5D	36220000	11	-1.52737	Central
5D	36530000	5	-0.927916	Central
5D	36620000	1	-0.908196	Central
5D	36740000	2	-1.2224	Central
5D	37000000	1	-0.995377	Central
5D	37120000	3	-1.42933	Central
5D	37140000	3	-1.1612	Central
5D	37150000	15	-0.763732	Central
5D	37200000	7	-2.06046	Central
5D	37810000	6	-1.82847	Central
5D	38150000	6	-1.60296	Central
5D	40680000	1	-0.908196	Central
5D	40710000	6	-1.63132	Central
5D	40790000	1	-0.908196	Central
5D	40890000	1	-0.908196	Central
5D	40910000	2	-0.770381	Central
5D	40960000	4	-1.03397	Central
5D	41010000	2	-1.10604	Central
5D	41040000	1	-0.822346	Central
5D	41060000	3	-1.38499	Central
5D	41130000	1	1.26401	Central
5D	41140000	11	-2.10071	Central
5D	41290000	7	-1.28802	Central
5D	41310000	5	-1.29176	Central
5D	41800000	1	-0.995377	Central
5D	41930000	2	-1.33876	Central
5D	42030000	7	-1.28487	Central
5D	42040000	4	-1.54606	Central
5D	42050000	5	-1.83353	Central
5D	42070000	5	-1.57599	Central
5D	42200000	2	-0.0829522	Central
5D	42550000	5	-1.76865	Central
5D	42560000	3	-1.21113	Central
5D	42800000	5	-1.73546	Central
5D	42860000	2	-0.347899	Central
5D	42870000	5	-1.19868	Central
5D	43010000	1	-0.995377	Central
5D	43080000	2	-1.28013	Central
5D	43170000	2	-1.10604	Central
5D	43190000	14	-2.40269	Central
5D	43200000	4	-1.43326	Central
5D	43310000	6	-1.65835	Central
5D	43320000	3	-0.569782	Central
5D	43330000	2	-0.665656	Central
5D	43380000	3	-1.03237	Central
5D	43400000	12	-2.29392	Central
5D	43410000	4	-1.54606	Central
5D	43670000	3	-1.56654	Central
5D	43740000	22	-1.46737	Central
5D	43750000	5	-1.54181	Central
5D	43900000	13	-2.28716	Central
5D	43910000	4	-1.62088	Central
5D	43940000	1	-0.908196	Central
5D	43960000	12	-1.4984	Central
5D	44130000	2	-1.28013	Central
5D	44180000	1	-0.995377	Central
5D	44190000	5	-1.83353	Central
5D	44480000	2	-0.743081	Central
5D	44490000	1	-0.995377	Central
5D	44500000	2	-1.33876	Central
5D	44510000	2	-1.33876	Central
5D	44540000	6	-1.97244	Central
5D	44560000	4	-1.58289	Central
5D	44570000	2	-1.2224	Central
5D	44630000	1	-0.995377	Central
5D	44700000	11	-1.9791	Central
5D	44710000	3	-1.42933	Central
5D	44740000	19	-2.17742	Central
5D	44890000	5	-1.76815	Central
5D	44950000	6	-1.36229	Central
5D	45020000	4	-1.73484	Central
5D	45120000	2	-1.33876	Central
5D	45130000	3	-1.56654	Central
5D	45140000	3	-1.5208	Central
5D	45170000	26	-2.53508	Central
5D	45200000	17	-2.29973	Central
5D	45210000	16	-2.34253	Central
5D	45250000	9	-2.19855	Central
5D	45260000	1	-0.822346	Central
5D	45280000	7	-1.80383	Central
5D	45340000	7	-1.90578	Central
5D	45350000	2	-1.33876	Central
5D	45360000	4	-1.73484	Central
5D	45370000	12	-2.01807	Central
5D	45380000	2	-1.33876	Central
5D	45420000	13	-1.94416	Central
5D	45470000	1	-0.995377	Central
5D	45530000	1	-0.995377	Central
5D	45590000	18	-2.52592	Central
5D	45600000	7	-2.03468	Central
5D	45660000	14	-2.28168	Central
5D	45680000	2	-1.33876	Central
5D	45710000	2	-0.995944	Central
5D	45890000	2	-1.28013	Central
5D	46030000	9	-2.09157	Central
5D	46040000	1	-0.908196	Central
5D	46050000	2	-1.22151	Central
5D	46060000	3	-1.56654	Central
5D	46070000	8	-1.76585	Central
5D	46080000	3	-1.24988	Central
5D	46120000	5	-1.80084	Central
5D	46270000	1	-0.995377	Central
5D	46300000	3	-1.56654	Central
5D	46310000	12	-2.31103	Central
5D	46320000	8	-1.9787	Central
5D	46430000	1	-0.822346	Central
5D	46600000	6	-1.91529	Central
5D	46610000	3	-1.38499	Central
5D	46710000	2	-0.694299	Central
5D	46730000	2	-1.22151	Central
5D	46840000	1	-0.995377	Central
5D	46980000	4	-1.58347	Central
5D	47010000	5	-1.83353	Central
5D	47020000	4	-1.73484	Central
5D	47030000	6	-1.801	Central
5D	47080000	2	-1.22151	Central
5D	47090000	1	-0.995377	Central
5D	47280000	11	-2.22904	Central
5D	47290000	3	-1.42933	Central
5D	47320000	5	-1.70277	Central
5D	47510000	1	-0.995377	Central
5D	47520000	12	-2.17488	Central
5D	47530000	9	-2.02869	Central
5D	47620000	3	-1.38779	Central
5D	47780000	8	-2.06469	Central
5D	47790000	4	-1.37585	Central
5D	47850000	9	-1.70465	Central
5D	47860000	3	-1.47507	Central
5D	47910000	8	-2.01795	Central
5D	47930000	4	-1.73484	Central
5D	48020000	10	-2.09684	Central
5D	48030000	44	-2.71591	Central
5D	48040000	1	-0.572782	Central
5D	48050000	2	-1.33876	Central
5D	48310000	3	-1.56654	Central
5D	48590000	14	-2.41782	Central
5D	48640000	1	-0.908196	Central
5D	48650000	4	-1.69685	Central
5D	48660000	1	-0.995377	Central
5D	48670000	6	-1.88606	Central
5D	48720000	10	-2.09624	Central
5D	48830000	7	-1.88118	Central
5D	49010000	4	-1.43674	Central
5D	49100000	1	-0.995377	Central
5D	49110000	1	-0.737827	Central
5D	49300000	1	-0.995377	Central
5D	50310000	1	-0.822346	Central
5D	50480000	3	-1.56654	Central
5D	50500000	4	-1.07021	Central
5D	50630000	1	-0.995377	Central
5D	50990000	3	-0.733173	Central
5D	51000000	1	-0.492256	Central
5D	51110000	1	-0.822346	Central
5D	51270000	3	-1.1612	Central
5D	51540000	2	-1.22151	Central
5D	51580000	1	0.172582	Central
5D	51680000	4	-1.35961	Central
5D	51810000	2	-0.770381	Central
5D	51840000	1	-0.995377	Central
5D	52270000	3	-1.47576	Central
5D	52280000	1	-0.492256	Central
5D	52510000	1	-0.995377	Central
5D	53020000	10	-1.47403	Central
5D	53180000	4	-1.73484	Central
5D	53920000	2	-1.16377	Central
5D	53930000	6	-1.46208	Central
5D	54930000	3	-1.25058	Central
5D	55530000	8	-1.76371	Central
5D	55540000	15	-1.48324	Central
5D	55850000	1	-0.908196	Central
5D	55920000	2	-1.33876	Central
5D	55950000	9	-2.09157	Central
5D	56310000	1	-0.995377	Central
5D	56440000	4	-1.00526	Central
5D	56460000	3	-1.20694	Central
5D	56510000	18	-1.90519	Central
5D	56920000	1	-0.572782	Central
5D	56930000	1	-0.654639	Central
5D	56950000	2	-1.10694	Central
5D	57130000	1	-0.995377	Central
5D	57840000	1	-0.995377	Central
5D	58110000	1	-0.492256	Central
5D	58130000	1	-0.908196	Central
5D	58140000	15	-1.63431	Central
5D	58150000	1	-0.995377	Central
5D	58160000	5	-1.73546	Central
5D	58250000	1	-0.995377	Central
5D	58270000	2	-1.22151	Central
5D	58280000	4	-1.25203	Central
5D	58420000	1	-0.822346	Central
5D	58670000	4	-1.35961	Central
5D	58940000	2	-0.992364	Central
5D	58950000	1	-0.995377	Central
5D	59040000	1	-0.822346	Central
5D	59220000	2	-0.716228	Central
5D	59290000	2	-1.10694	Central
5D	59350000	1	-0.995377	Central
5D	59360000	10	-1.61749	Central
5D	59500000	1	0.0341571	Central
5D	59940000	1	0.172582	Central
5D	60000000	57	-1.85614	Central
5D	60070000	1	-0.654639	Central
5D	60080000	16	-1.26508	Central
5D	60250000	1	-0.183462	Central
5D	60700000	1	-0.413061	Central
5D	60890000	2	-0.297326	Central
5D	61050000	1	-0.492256	Central
5D	61060000	1	-0.335197	Central
5D	61460000	3	-1.29911	Central
5D	61640000	1	-0.822346	Central
5D	61690000	6	-1.91529	Central
5D	61830000	6	-1.10843	Central
5D	61840000	1	-0.109592	Central
5D	61850000	1	0.784845	Central
5D	62110000	12	-2.24335	Central
5D	62130000	1	-0.908196	Central
5D	62230000	1	-0.908196	Central
5D	62240000	1	-0.822346	Central
5D	62520000	1	-0.822346	Central
5D	63510000	1	-0.995377	Central
5D	64250000	5	-1.51061	Central
5D	64290000	1	-0.995377	Central
5D	64470000	1	-0.572782	Central
5D	64750000	2	-1.33876	Central
5D	65000000	6	-1.68978	Central
5D	65010000	1	-0.737827	Central
5D	65760000	3	-1.56654	Central
5D	65810000	1	-0.908196	Central
5D	65820000	11	-2.10071	Central
5D	65900000	3	-1.47507	Central
5D	66120000	4	-1.58347	Central
5D	66550000	1	-0.908196	Central
5D	66660000	1	-0.995377	Central
5D	66750000	1	-0.995377	Central
5D	66760000	10	-1.84564	Central
5D	67140000	1	-0.908196	Central
5D	67650000	3	-1.43003	Central
5D	67870000	3	-1.42933	Central
5D	67950000	1	-0.109592	Central
5D	68220000	1	-0.995377	Central
5D	68230000	1	-0.822346	Central
5D	68300000	1	-0.258664	Central
5D	68870000	1	-0.995377	Central
5D	68890000	2	-1.28013	Central
5D	68900000	1	-0.737827	Central
5D	69320000	1	-0.822346	Central
5D	69400000	4	-0.823443	Central
5D	70160000	40	-1.74672	Central
5D	70590000	1	-0.995377	Central
5D	70770000	1	-0.908196	Central
5D	70870000	1	-0.737827	Central
5D	71900000	2	-1.33876	Central
5D	71980000	1	-0.995377	Central
5D	72200000	1	-0.492256	Central
5D	72580000	1	1.83701	Central
5D	72610000	2	-0.993259	Central
5D	72620000	4	-0.800535	Central
5D	72830000	16	-2.47687	Central
5D	73080000	1	-0.995377	Central
5D	73390000	10	-1.34218	Central
5D	73460000	1	-0.908196	Central
5D	73620000	8	-0.774929	Central
5D	74020000	2	-1.10604	Central
5D	74080000	5	-1.13878	Central
5D	74090000	3	-1.24988	Central
5D	74300000	2	-1.22151	Central
5D	74340000	4	-1.28595	Central
5D	74450000	6	-1.17481	Central
5D	75280000	1	-0.995377	Central
5D	75360000	1	-0.654639	Central
5D	75910000	4	-1.65944	Central
5D	75920000	2	0.248679	Central
5D	75930000	1	-0.737827	Central
5D	76000000	1	-0.109592	Central
5D	76100000	5	-1.26556	Central
5D	76190000	2	-1.33876	Central
5D	77580000	7	-1.02725	Central
5D	78310000	16	-2.02229	Central
5D	78480000	1	-0.908196	Central
5D	78800000	3	-0.901452	Central
5D	79640000	7	-1.43011	Central
5D	79990000	1	1.3818	Central
5D	80310000	1	1.04106	Central
5D	80700000	6	-1.68714	Central
5D	80890000	1	-0.258664	Central
5D	80910000	1	-0.995377	Central
5D	81780000	1	-0.995377	Central
5D	82070000	8	-1.58244	Central
5D	82120000	4	-1.73484	Central
5D	82190000	2	-1.05099	Central
5D	82320000	4	-1.17721	Central
5D	82810000	1	1.58145	Central
5D	82950000	4	-1.01744	Central
5D	83350000	9	-1.73437	Central
5D	83500000	1	-0.492256	Central
5D	83840000	3	-0.178761	Central
5D	84310000	1	-0.258664	Central
5D	84540000	1	-0.258664	Central
5D	84790000	2	-1.33876	Central
5D	85550000	2	-1.22151	Central
5D	85590000	2	-1.10604	Central
5D	86280000	1	-0.995377	Central
5D	87420000	22	-2.02629	Central
5D	87540000	1	-0.908196	Central
5D	88150000	1	-0.995377	Central
5D	88490000	1	-0.822346	Central
5D	88870000	1	-0.183462	Central
5D	89410000	1	-0.737827	Central
5D	89880000	1	-0.822346	Central
5D	90000000	6	-1.32822	Central
5D	90260000	1	0.104035	Central
5D	91340000	1	1.90289	Central
5D	91410000	1	0.0341571	Central
5D	91610000	3	-1.29631	Central
5D	91620000	5	-0.634197	Central
5D	91840000	5	-0.86503	Central
5D	91860000	1	-0.822346	Central
5D	92060000	2	-1.16556	Central
5D	92150000	2	-0.246754	Central
5D	92450000	1	0.495351	Central
5D	92460000	2	-0.93642	Central
5D	92770000	1	0.370236	Central
5D	93060000	1	-0.995377	Central
5D	93560000	2	-0.55556	Central
5D	94340000	1	-0.995377	Central
5D	95460000	1	-0.822346	Central
5D	95870000	2	-0.825429	Central
5D	96210000	1	-0.822346	Central
5D	96730000	1	-0.908196	Central
5D	97050000	1	-0.737827	Central
5D	97260000	3	-0.945791	Central
5D	97270000	5	-0.435057	Central
5D	97510000	2	-0.662075	Central
5D	97580000	2	-0.770381	Central
5D	97680000	1	-0.908196	Central
5D	97890000	1	-0.737827	Central
5D	97990000	1	-0.995377	Central
5D	98230000	5	-1.63988	Central
5D	98290000	1	0.305682	Central
5D	98650000	1	-0.413061	Central
5D	99520000	1	-0.335197	Central
5D	100060000	2	-1.33876	Central
5D	100090000	5	-1.76865	Central
5D	100940000	1	-0.995377	Central
5D	101250000	1	-0.995377	Central
5D	101480000	1	-0.908196	Central
5D	101490000	1	-0.822346	Central
5D	102000000	1	-0.908196	Central
5D	102270000	1	-0.654639	Central
5D	102280000	1	-0.413061	Central
5D	102330000	1	-0.995377	Central
5D	103210000	4	-1.14097	Central
5D	104110000	2	-1.33876	Central
5D	104150000	1	-0.908196	Central
5D	104250000	4	-1.21404	Central
5D	104390000	3	-1.43003	Central
5D	104570000	2	-1.10604	Central
5D	104950000	6	-1.88606	Central
5D	106380000	1	0.0341571	Central
5D	106520000	3	-0.774719	Central
5D	106650000	2	-1.0492	Central
5D	106800000	3	-1.33926	Central
5D	107310000	4	-1.35961	Central
5D	107550000	2	-1.22151	Central
5D	107780000	1	0.838751	Central
5D	108080000	1	-0.995377	Central
5D	108120000	2	-0.825429	Central
5D	108340000	1	-0.258664	Central
5D	108370000	3	-1.42933	Central
5D	108530000	1	-0.258664	Central
5D	109560000	2	-1.33876	Central
5D	109710000	1	-0.737827	Central
5D	109810000	1	-0.822346	Central
5D	109940000	7	-1.85461	Central
5D	110350000	3	-1.42933	Central
5D	110370000	2	-0.45889	Central
5D	110780000	1	-0.995377	Central
5D	111160000	2	-0.197076	Central
5D	111590000	1	-0.413061	Central
5D	111610000	2	-0.992364	Central
5D	112000000	2	-0.503197	Central
5D	112590000	7	-2.06046	Central
5D	112650000	1	-0.995377	Central
5D	113380000	1	-0.654639	Central
5D	113740000	3	-1.42933	Central
5D	114010000	1	-0.908196	Central
5D	114340000	4	-0.789516	Central
5D	114380000	1	-0.258664	Central
5D	114470000	2	-0.881372	Central
5D	114530000	1	-0.492256	Central
5D	114580000	2	-1.16377	Central
5D	114590000	7	-1.8308	Central
5D	114890000	5	-1.44872	Central
5D	115330000	1	-0.737827	Central
5D	115920000	1	-0.654639	Central
5D	116070000	1	-0.654639	Central
5D	116360000	1	-0.995377	Central
5D	116610000	1	0.239798	Central
5D	116950000	1	-0.822346	Central
5D	117130000	1	-0.335197	Central
5D	117340000	1	-0.822346	Central
5D	117740000	2	-1.22151	Central
5D	117800000	1	-0.183462	Central
5D	117880000	3	-0.901452	Central
5D	118000000	1	-0.572782	Central
5D	118040000	9	-1.30532	Central
5D	118260000	2	-1.33876	Central
5D	118350000	1	-0.995377	Central
5D	119490000	1	1.08831	Central
5D	119620000	1	-0.908196	Central
5D	119660000	1	0.172582	Central
5D	119710000	2	-1.0492	Central
5D	119760000	2	-0.992364	Central
5D	120390000	1	-0.822346	Central
5D	121070000	1	-0.572782	Central
5D	121080000	1	-0.822346	Central
5D	121630000	1	-0.654639	Central
5D	122030000	1	0.370236	Central
5D	122050000	1	-0.822346	Central
5D	122060000	1	-0.995377	Central
5D	122630000	5	-1.41603	Central
5D	123290000	3	-0.816964	Central
5D	123640000	1	-0.0370517	Central
5D	123800000	1	-0.908196	Central
5D	124500000	2	1.70007	Central
5D	124540000	9	-2.02738	Central
5D	124910000	1	-0.995377	Central
5D	125170000	3	-1.20554	Central
5D	125640000	1	-0.995377	Central
5D	125730000	1	1.3818	Central
5D	125770000	3	-1.5208	Central
5D	125780000	3	-1.1612	Central
5D	125970000	1	-0.908196	Central
5D	125980000	1	1.17882	Central
5D	126200000	17	-1.91865	Central
5D	126250000	2	-1.22151	Central
5D	127250000	2	-1.0492	Central
5D	127260000	1	-0.492256	Central
5D	127870000	8	-1.40509	Central
5D	127880000	1	-0.183462	Central
5D	127940000	3	-1.1612	Central
5D	128570000	1	-0.908196	Central
5D	128580000	8	-2.13481	Central
5D	128910000	2	-1.10694	Central
5D	129120000	6	-1.94364	Central
5D	129530000	2	-0.324179	Central
5D	129640000	1	-0.995377	Central
5D	129860000	5	-1.16599	Central
5D	129870000	1	-0.737827	Central
5D	130670000	2	-1.22151	Central
5D	131500000	7	-1.33171	Central
5D	132330000	9	-1.8407	Central
5D	133160000	1	-0.995377	Central
5D	133250000	1	-0.654639	Central
5D	133300000	7	-1.98312	Central
5D	134130000	1	-0.995377	Central
5D	134570000	1	-0.492256	Central
5D	134670000	2	-1.28013	Central
5D	134690000	10	-1.31731	Central
5D	134700000	1	-0.995377	Central
5D	134910000	2	-1.05099	Central
5D	135230000	1	-0.572782	Central
5D	135240000	1	-0.737827	Central
5D	135520000	1	-0.737827	Central
5D	135650000	1	-0.737827	Central
5D	136360000	1	-0.654639	Central
5D	138470000	1	-0.492256	Central
5D	138480000	2	-1.16377	Central
5D	138490000	2	-1.0492	Central
5D	138900000	1	-0.492256	Central
5D	139030000	2	-1.2224	Central
5D	139040000	3	-1.56654	Central
5D	139410000	1	-0.654639	Central
5D	139940000	7	-1.64403	Central
5D	142730000	3	-0.0296842	Central
5D	142910000	3	-1.33926	Central
5D	144640000	3	-1.56654	Central
5D	149510000	1	-0.737827	Central
5D	150380000	1	1.17882	Central
5D	151160000	1	-0.0370517	Central
5D	151930000	3	0.30443	Central
5D	152260000	1	-0.822346	Central
5D	152330000	1	1.08831	Central
5D	152750000	2	-1.10604	Central
5D	154020000	1	-0.908196	Central
5D	154530000	4	-1.43848	Central
5D	156580000	1	-0.822346	Central
5D	157190000	1	-0.822346	Central
5D	158000000	3	-1.07811	Central
5D	158030000	5	-1.44673	Central
5D	158580000	1	-0.654639	Central
5D	158850000	1	1.89757	Central
5D	159610000	2	-0.463813	Central
5D	159650000	1	-0.654639	Central
5D	160060000	1	0.104035	Central
5D	160200000	2	-1.16556	Central
5D	160360000	2	-1.2224	Central
5D	160870000	3	-0.944395	Central
5D	160880000	1	-0.654639	Central
5D	161000000	14	-2.37244	Central
5D	162230000	1	-0.654639	Central
5D	162650000	1	0.0341571	Central
5D	164600000	3	-1.42933	Central
5D	165170000	2	0.908807	Central
5D	165240000	1	-0.995377	Central
5D	165460000	1	-0.413061	Central
5D	165680000	1	-0.995377	Central
5D	166620000	2	0.667581	Central
5D	167080000	1	-0.995377	Central
5D	168850000	3	-1.5208	Central
5D	169540000	1	-0.995377	Central
5D	169970000	1	-0.737827	Central
5D	170390000	2	-0.993259	Central
5D	170980000	3	-1.42933	Central
5D	171300000	3	-1.56654	Central
5D	171710000	1	-0.335197	Central
5D	172520000	1	-0.995377	Central
5D	173610000	1	-0.908196	Central
5D	173670000	2	-1.28013	Central
5D	174000000	4	-1.28885	Central
5D	175090000	1	-0.908196	Central
5D	175250000	1	-0.109592	Central
5D	175760000	2	-1.22151	Central
5D	175780000	2	-0.556455	Central
5D	175840000	1	-0.822346	Central
5D	175920000	1	0.0341571	Central
5D	176540000	1	0.0341571	Central
5D	178100000	1	-0.995377	Central
5D	178340000	1	-0.492256	Central
5D	178940000	1	-0.995377	Central
5D	179430000	1	-0.995377	Central
5D	179650000	1	-0.737827	Central
5D	179710000	2	-1.10604	Central
5D	180240000	1	-0.822346	Central
5D	180460000	6	-1.57637	Central
5D	180480000	1	-0.908196	Central
5D	180520000	1	-0.737827	Central
5D	180710000	1	1.17882	Central
5D	181180000	4	-1.25841	Central
5D	181410000	1	-0.908196	Central
5D	181630000	2	-0.716228	Central
5D	181710000	2	0.772754	Central
5D	182070000	1	-0.492256	Central
5D	182330000	1	-0.654639	Central
5D	182390000	1	-0.908196	Central
5D	182770000	1	-0.995377	Central
5D	182910000	4	-1.28769	Central
5D	182920000	1	-0.258664	Central
5D	182990000	14	-2.22349	Central
5D	183340000	1	-0.572782	Central
5D	183390000	1	1.79109	Central
5D	184090000	18	-2.51363	Central
5D	188330000	1	-0.908196	Central
5D	188340000	1	-0.995377	Central
5D	188830000	1	-0.908196	Central
5D	189680000	1	-0.822346	Central
5D	191620000	2	-0.843331	Central
5D	191800000	1	-0.822346	Central
5D	191900000	2	-0.938211	Central
5D	192380000	4	-1.58289	Central
5D	192530000	1	-0.413061	Central
5D	192970000	1	-0.995377	Central
5D	193630000	1	-0.995377	Central
5D	195650000	2	-1.33876	Central
5D	196190000	1	-0.737827	Central
5D	196850000	3	0.129866	Central
5D	196870000	1	-0.654639	Central
5D	197140000	1	-0.995377	Central
5D	197150000	2	-1.10604	Central
5D	198240000	1	-0.492256	Central
5D	198460000	2	-1.05457	Central
5D	198780000	1	-0.572782	Central
5D	200160000	3	-1.56654	Central
5D	201660000	2	-0.770381	Central
5D	201740000	1	-0.995377	Central
5D	201800000	1	-0.737827	Central
5D	201850000	1	-0.572782	Central
5D	202850000	4	-1.73484	Central
5D	203660000	1	-0.335197	Central
5D	203850000	2	-0.993259	Central
5D	204860000	3	-0.860605	Central
5D	204870000	2	-1.10604	Central
5D	205390000	2	-0.827219	Central
5D	206260000	1	-0.995377	Central
5D	206600000	2	-0.718018	Central
5D	207030000	1	-0.995377	Central
5D	207420000	1	-0.737827	Central
5D	207770000	2	-0.825429	Central
5D	207920000	1	-0.995377	Central
5D	208790000	1	-0.737827	Central
5D	209290000	2	-1.33876	Central
5D	209300000	4	-0.824023	Central
5D	209780000	1	-0.908196	Central
5D	210370000	1	-0.413061	Central
5D	210650000	1	-0.737827	Central
5D	210980000	1	-0.822346	Central
5D	210990000	2	-0.825429	Central
5D	211210000	3	-0.781004	Central
5D	211820000	1	-0.654639	Central
5D	211990000	1	-0.654639	Central
5D	212030000	12	-2.12405	Central
5D	212490000	1	-0.822346	Central
5D	213270000	1	-0.654639	Central
5D	213390000	5	-1.70277	Central
5D	214200000	1	-0.995377	Central
5D	214590000	2	-0.662075	Central
5D	214830000	1	-0.822346	Central
5D	214910000	1	-0.572782	Central
5D	214920000	2	-1.0492	Central
5D	215050000	1	-0.908196	Central
5D	215240000	11	-1.92019	Central
5D	215320000	1	-0.995377	Central
5D	215430000	1	-0.822346	Central
5D	216060000	1	-0.822346	Central
5D	216330000	1	0.495351	Central
5D	216380000	4	-1.21578	Central
5D	216520000	5	-1.86622	Central
5D	216750000	2	-0.0699734	Central
5D	216770000	1	-0.995377	Central
5D	216820000	1	-0.822346	Central
5D	217050000	4	-1.40049	Central
5D	217220000	1	-0.908196	Central
5D	217320000	1	-0.908196	Central
5D	217330000	2	0.606714	Central
5D	217400000	1	-0.908196	Central
5D	217650000	4	-1.39933	Central
5D	217950000	4	-1.50866	Central
5D	218220000	1	-0.908196	Central
5D	218260000	2	-1.33876	Central
